Index,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
170,Volvo XC90 T8 Excellence BSIV,2017,10000000,30000,Petrol,Individual,Automatic,First Owner,42.0 kmpl,1969 CC,400,640Nm@ 1740rpm,4
171,Volkswagen Vento Diesel Highline,2011,300000,100000,Diesel,Individual,Manual,Second Owner,20.54 kmpl,1598 CC,103.6,250Nm@ 1500-2500rpm,5
172,Ford Figo Aspire 1.2 Ti-VCT Trend,2018,575000,9500,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8,112Nm@ 4000rpm,5
173,Ford Figo Diesel LXI,2011,160000,120000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68,160Nm@ 2000rpm,5
174,Maruti Swift VXI Optional,2015,515000,36600,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
175,Maruti Wagon R AMT VXI,2015,390000,50000,Petrol,Individual,Automatic,Second Owner,20.51 kmpl,998 CC,67,90Nm@ 3500rpm,5
176,Hyundai i20 Magna 1.2,2016,550000,14000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83,114.7Nm@ 4000rpm,5
177,Maruti 800 Std,1999,40000,40000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37,59Nm@ 2500rpm,4
178,Maruti Ritz VDi,2010,220000,120000,Diesel,Individual,Manual,First Owner,21.1 kmpl,1248 CC,73.9,113Nm@ 4500rpm,5
179,Hyundai Grand i10 Magna,2015,425000,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82,114Nm@ 4000rpm,5
180,Volkswagen Ameo 1.0 MPI Trendline,2019,480000,13000,Petrol,Individual,Manual,First Owner,19.44 kmpl,999 CC,75,95Nm@ 3000-4300rpm,5
181,Hyundai Grand i10 Sportz,2014,400000,60000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,1197 CC,82,114Nm@ 4000rpm,5
182,Maruti Swift Dzire VXI,2014,487000,35000,Petrol,Individual,Manual,First Owner,19.1 kmpl,1197 CC,85.8,114Nm@ 4000rpm,5
183,Hyundai Xcent 1.2 Kappa S,2016,386000,44000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,82,114Nm@ 4000rpm,5
184,Honda City 1.5 EXI,2005,100000,120000,Petrol,Individual,Manual,Second Owner,13.0 kmpl,1493 CC,100,13.1kgm@ 4600rpm,5
185,Toyota Corolla Altis Diesel D4DG,2010,300000,60000,Diesel,Individual,Manual,First Owner,21.43 kmpl,1364 CC,87.2,205Nm@ 1800-2800rpm,5
186,Daewoo Matiz SD,2000,100000,60000,Petrol,Individual,Manual,First Owner,18.5 kmpl,796 CC,53,71Nm@ 3500rpm,5
187,Toyota Fortuner 4x2 Manual,2014,1750000,30000,Diesel,Individual,Manual,Second Owner,13.0 kmpl,2982 CC,168.5,343Nm@ 1400-3400rpm,7
188,Mahindra KUV 100 mFALCON G80 K8,2016,450000,15000,Petrol,Individual,Manual,Second Owner,18.15 kmpl,1198 CC,82,115Nm@ 3500-3600rpm,6
189,Tata Zest Quadrajet 1.3 75PS XM,2017,490000,90000,Diesel,Individual,Manual,First Owner,22.95 kmpl,1248 CC,74,190Nm@ 1750-3000rpm,5
190,Honda City 1.5 S MT,2009,345000,47000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1497 CC,118,146Nm at 4800 rpm,5
191,Maruti Zen LXI,2005,85000,90000,Petrol,Individual,Manual,First Owner,17.3 kmpl,993 CC,60,78Nm@ 4500rpm,5
192,Maruti Wagon R VXI BS IV with ABS,2010,215000,120600,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1,90Nm@ 3500rpm,5
193,Hyundai Verna Transform SX VTVT,2010,320000,100000,Petrol,Individual,Manual,Third Owner,16.2 kmpl,1599 CC,103.2,14.9 KGM at 3000 RPM,5
194,Maruti Swift Dzire VXI,2016,459999,60000,Petrol,Individual,Manual,Second Owner,20.85 kmpl,1197 CC,83.14,115Nm@ 4000rpm,5
195,Hyundai Getz GLS,2005,65000,86000,Petrol,Individual,Manual,First Owner,15.3 kmpl,1341 CC,83,115Nm@ 3200rpm,5
196,Hyundai Elite i20 Sportz Plus BSIV,2020,720000,5000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86,117nm@ 4000rpm,5
197,Maruti Ciaz 1.3 Alpha,2017,800000,37000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
198,Tata Tigor 1.2 Revotron XZ,2019,520000,14000,Petrol,Individual,Manual,First Owner,20.3 kmpl,1199 CC,84,114Nm@ 3500rpm,5
199,Maruti Ertiga VDI,2015,580000,70000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76,200Nm@ 1750rpm,7
200,Toyota Etios GD,2012,235000,120000,Diesel,Individual,Manual,First Owner,,,,,
201,Honda City i VTEC S,2015,600000,50000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3,145Nm@ 4600rpm,5
202,Honda Brio S MT,2014,290000,60000,Petrol,Individual,Manual,Second Owner,19.4 kmpl,1198 CC,86.8,109Nm@ 4500rpm,5
203,Maruti Wagon R LXI CNG,2016,360000,50000,CNG,Individual,Manual,First Owner,26.6 km/kg,998 CC,58.16,77Nm@ 3500rpm,5
204,Maruti Swift Dzire VXI,2017,550000,50000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14,115Nm@ 4000rpm,5
205,Hyundai i20 Sportz 1.2,2013,375000,70000,Petrol,Individual,Manual,First Owner,18.5 kmpl,1197 CC,82.85,113.7Nm@ 4000rpm,5
206,Maruti Omni E 8 Str STD,2003,40000,90000,Petrol,Individual,Manual,Second Owner,,,,,
207,Maruti Wagon R AMT VXI,2018,420000,35000,Petrol,Individual,Automatic,First Owner,20.51 kmpl,998 CC,67,90Nm@ 3500rpm,5
208,Maruti Swift Dzire VXI 1.2,2017,550000,20000,Petrol,Individual,Manual,First Owner,21.21 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
209,Maruti Alto 800 LXI,2018,270000,20000,Petrol,Individual,Manual,First Owner,24.7 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
210,Maruti Swift Dzire AMT VXI BS IV,2018,700000,7800,Petrol,Individual,Automatic,First Owner,22.0 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
211,Maruti Swift VXI Optional,2017,500000,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
212,Tata Hexa XE,2019,1250000,15000,Diesel,Individual,Manual,First Owner,17.6 kmpl,2179 CC,147.94,320Nm@ 1500-3000rpm,7
213,Hyundai i20 Magna,2013,320000,31377,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,82.85,113.7Nm@ 4000rpm,5
214,Maruti Swift Dzire VDI,2018,700000,50000,Diesel,Individual,Manual,First Owner,28.4 kmpl,1248 CC,74.02,190Nm@ 2000rpm,5
215,Maruti Wagon R VXI BS IV,2015,290000,60000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04,90Nm@ 3500rpm,5
216,Toyota Corolla Altis 1.8 VL AT,2012,550000,100000,Petrol,Individual,Automatic,First Owner,14.53 kmpl,1794 CC,138.1,173Nm@ 4000rpm,5
217,Honda Brio S MT,2012,265000,60000,Petrol,Individual,Manual,First Owner,19.4 kmpl,1198 CC,86.8,109Nm@ 4500rpm,5
218,Maruti Baleno Alpha Automatic,2018,830000,5000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1,115Nm@ 4000rpm,5
219,Tata Safari Storme EX,2017,800000,60000,Diesel,Individual,Manual,First Owner,14.1 kmpl,2179 CC,147.94,320Nm@ 1500-3000rpm,7
220,Maruti Alto LXi,2011,160000,25000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
221,Renault KWID RXT,2018,335000,30000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3,72Nm@ 4386rpm,5
222,Datsun GO T BSIV,2017,329000,80000,Petrol,Individual,Manual,Second Owner,20.63 kmpl,1198 CC,67,104Nm@ 4000rpm,5
223,Maruti Vitara Brezza VDi Option,2017,775000,75000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5,200Nm@ 1750rpm,5
224,Hyundai Xcent 1.2 VTVT SX,2020,524000,32000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86,113.75nm@ 4000rpm,5
225,Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First Owner,22.74 kmpl,796 CC,47.3,69Nm@ 3500rpm,5
226,Hyundai i20 1.2 Sportz,2012,275000,93000,Petrol,Individual,Manual,Second Owner,17.0 kmpl,1197 CC,80,"11.4 kgm at 4,000 rpm",5
227,Tata Zest Revotron 1.2 XT,2018,520000,60000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7,140Nm@ 1500-4000rpm,5
228,Maruti Swift 1.3 VXi,2008,130000,120000,Petrol,Individual,Manual,Second Owner,,,,,
229,Nissan Sunny XL,2014,550000,37000,Petrol,Individual,Manual,First Owner,16.95 kmpl,1498 CC,97.7,134Nm@ 4000rpm,5
230,Ford EcoSport 1.5 Petrol Titanium Plus BSIV,2018,910000,15000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1497 CC,121.36,150Nm@ 4500rpm,5
231,Nissan Micra Active XV S,2015,300000,80000,Petrol,Individual,Manual,First Owner,19.49 kmpl,1198 CC,67.04,104Nm@ 4000rpm,5
232,Maruti Wagon R LXI Optional,2016,350000,140000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04,90Nm@ 3500rpm,5
233,Mahindra Ssangyong Rexton RX5,2013,900000,70000,Diesel,Individual,Manual,First Owner,12.83 kmpl,2696 CC,162,340Nm@ 1800-3250rpm,7
234,Mahindra Quanto C8,2013,300000,120000,Diesel,Individual,Manual,Second Owner,17.21 kmpl,1493 CC,100,240Nm@ 1600-2800rpm,7
235,Maruti Ritz LDi,2010,250000,110000,Diesel,Individual,Manual,Second Owner,21.1 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
236,Hyundai Creta 1.6 CRDi SX Plus Dual Tone,2017,1100000,37000,Diesel,Individual,Manual,First Owner,19.67 kmpl,1582 CC,126.2,259.9Nm@ 1900-2750rpm,5
237,Renault KWID RXT,2016,270000,44000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3,72Nm@ 4386rpm,5
238,Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,Manual,First Owner,20.77 kmpl,1248 CC,88.76,200Nm@ 1750rpm,7
239,Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140,330Nm@ 1600-2800rpm,7
240,Maruti Eeco 5 Seater AC BSIV,2017,409999,13500,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73,101Nm@ 3000rpm,5
241,Hyundai Santro Xing GLS,2011,165000,75000,Petrol,Individual,Manual,First Owner,17.92 kmpl,1086 CC,62.1,96.1Nm@ 3000rpm,5
242,Hyundai Accent GLE,2007,80000,120000,Petrol,Individual,Manual,Second Owner,13.2 kmpl,1495 CC,94,"12.5@ 3,500(kgm@ rpm)",5
243,Mahindra XUV500 W8 2WD,2012,535000,120000,Diesel,Individual,Manual,First Owner,15.1 kmpl,2179 CC,140,330Nm@ 1600-2800rpm,7
244,Toyota Innova 2.5 EV (Diesel) PS 7 Seater BS IV,2013,700000,70000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100.57,200Nm@ 1400-3400rpm,7
245,Maruti Swift Dzire VDI,2013,550000,70000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74,190Nm@ 2000rpm,5
246,Honda Amaze S CVT Petrol BSIV,2019,680000,15000,Petrol,Individual,Automatic,First Owner,19.0 kmpl,1199 CC,88.76,110Nm@ 4800rpm,5
247,Hyundai i10 Sportz 1.2,2009,200000,53000,Petrol,Individual,Manual,Second Owner,20.36 kmpl,1197 CC,78.9,111.8Nm@ 4000rpm,5
248,Maruti Swift Dzire VDI,2014,500000,120000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74,190Nm@ 2000rpm,5
249,Maruti Ertiga SHVS ZDI Plus,2016,1000000,70000,Diesel,Individual,Manual,First Owner,24.52 kmpl,1248 CC,88.5,200Nm@ 1750rpm,7
250,Hyundai Getz 1.3 GVS,2008,110000,120000,Petrol,Individual,Manual,Second Owner,14.2 kmpl,1341 CC,82.9,"11.8@ 3,200(kgm@ rpm)",5
251,Hyundai i20 1.2 Magna,2012,320000,100000,Petrol,Individual,Manual,Second Owner,18.5 kmpl,1197 CC,80,"11.4 kgm at 4,000 rpm",5
252,Tata Indica DLS,2005,75000,110000,Diesel,Individual,Manual,Second Owner,,,,,
253,Maruti Swift LXI Optional-O,2015,350000,100000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,83.11,113Nm@ 4200rpm,5
254,Tata Indica Vista TDI LS,2013,170000,162500,Diesel,Individual,Manual,First Owner,19.4 kmpl,1405 CC,70,135.4Nm@ 2500rpm,5
255,Hyundai i20 2015-2017 Asta 1.4 CRDi,2017,800000,39000,Diesel,Individual,Manual,First Owner,22.54 kmpl,1396 CC,88.73,219.7Nm@ 1500-2750rpm,5
256,Maruti Ignis 1.3 Alpha,2017,500000,75000,Diesel,Individual,Manual,First Owner,26.8 kmpl,1248 CC,74,190Nm@ 2000rpm,5
257,Tata Hexa XTA,2017,1380000,50000,Diesel,Individual,Automatic,First Owner,17.6 kmpl,2179 CC,153.86,400Nm@ 1750-2500rpm,7
258,Mahindra Marazzo M6 8Str,2019,1300000,40000,Diesel,Individual,Manual,First Owner,17.3 kmpl,1497 CC,121,300Nm@ 1750-2500rpm,8
259,Hyundai Verna 1.6 CRDI,2013,530000,92500,Diesel,Individual,Manual,First Owner,22.32 kmpl,1582 CC,126.3,259.9Nm@ 1900-2750rpm,5
260,Maruti Swift Dzire VDI,2012,360000,158000,Diesel,Individual,Manual,First Owner,23.4 kmpl,1248 CC,74,190Nm@ 2000rpm,5
261,Maruti Swift Dzire LDi,2012,310000,120000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
262,Honda City i DTEC V,2015,725000,50000,Diesel,Individual,Manual,Second Owner,26.0 kmpl,1498 CC,98.6,200Nm@ 1750rpm,5
263,Maruti Swift Dzire ZDi,2012,340000,110000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
264,Hyundai Xcent 1.2 CRDi E,2017,550000,2000,Diesel,Individual,Manual,Second Owner,25.4 kmpl,1186 CC,73.97,190.25nm@ 1750-2250rpm,5
265,Toyota Fortuner 3.0 Diesel,2011,1150000,181000,Diesel,Individual,Manual,Second Owner,11.5 kmpl,2982 CC,171,343Nm@ 1400-3400rpm,7
266,Tata Tiago 1.05 Revotorq XZ,2016,380000,70000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69,140Nm@ 1800-3000rpm,5
267,Nissan Sunny XL AT Special Edition,2013,350000,90000,Petrol,Individual,Automatic,Second Owner,17.97 kmpl,1498 CC,99.6,134Nm@ 4000rpm,5
268,Hyundai Elite i20 Magna Plus BSIV,2019,610000,2000,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86,117nm@ 4000rpm,5
269,Maruti Swift Dzire VXI,2015,525000,20000,Petrol,Individual,Manual,First Owner,20.85 kmpl,1197 CC,83.14,115Nm@ 4000rpm,5
270,Toyota Innova 2.5 GX 7 STR,2011,480000,120000,Diesel,Individual,Manual,First Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),7
271,Mahindra Thar CRDe,2017,780000,35000,Diesel,Individual,Manual,First Owner,16.55 kmpl,2498 CC,105,247Nm@ 1800-2000rpm,6
272,Maruti Swift Dzire ZDi,2012,320000,193000,Diesel,Individual,Manual,First Owner,19.3 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
273,Maruti Swift 1.2 DLX (Only Delhi),2014,375000,80000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
274,Datsun GO D Petrol,2019,300000,40000,Petrol,Individual,Manual,First Owner,19.02 kmpl,1198 CC,67.05,104Nm@ 4000rpm,5
275,Hyundai i20 Asta 1.4 CRDi,2015,500000,70000,Diesel,Individual,Manual,Fourth & Above Owner,22.54 kmpl,1396 CC,88.73,219.7Nm@ 1500-2750rpm,5
276,Mahindra Scorpio LX,2011,404000,122358,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120,290Nm@ 1800-2800rpm,9
277,Tata Sumo Gold EX BSIII,2015,500000,75000,Diesel,Individual,Manual,First Owner,14.07 kmpl,2956 CC,69.01,223Nm@ 1600-2200rpm,7
278,Tata Tiago Wizz 1.05 Revotorq,2017,350000,120000,Diesel,Individual,Manual,First Owner,27.28 kmpl,1047 CC,69,140Nm@ 1800-3000rpm,5
279,Tata Zest Revotron 1.2 XT,2015,380000,40000,Petrol,Individual,Manual,First Owner,17.57 kmpl,1193 CC,88.7,140Nm@ 1500-4000rpm,5
280,Hyundai Accent GLE,2008,114999,95200,Petrol,Individual,Manual,Third Owner,13.2 kmpl,1495 CC,94,"12.5@ 3,500(kgm@ rpm)",5
281,Honda Brio Exclusive Edition,2014,335000,33033,Petrol,Dealer,Manual,First Owner,19.4 kmpl,1198 CC,86.8,109Nm@ 4500rpm,5
282,Hyundai Grand i10 AT Asta,2015,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9 kmpl,1197 CC,82,114Nm@ 4000rpm,5
283,Tata Manza Club Class Quadrajet90 LX,2012,290000,60000,Diesel,Individual,Manual,First Owner,21.02 kmpl,1248 CC,88.76,200Nm@ 1750-3000rpm,5
284,Maruti Alto LX,2005,110000,45000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
285,Tata New Safari DICOR 2.2 EX 4x2,2011,450000,80000,Diesel,Individual,Manual,Third Owner,11.57 kmpl,2179 CC,138.1,320Nm@ 1700-2700rpm,7
286,Mahindra Bolero SLE,2009,400000,170000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63,180 Nm at 1440-1500rpm,7
287,Mahindra Bolero DI DX 7 Seater,2007,210000,207890,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63,180 Nm at 1440-1500rpm,7
288,Mercedes-Benz GL-Class 220d 4MATIC Sport,2018,4600000,7976,Diesel,Individual,Automatic,First Owner,17.9 kmpl,2143 CC,170,400Nm@ 1400-2800rpm,5
289,Maruti Omni E MPI STD BS IV,2016,220000,35000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2,59Nm@ 2500rpm,8
290,Hyundai Grand i10 Sportz,2017,450000,35000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1197 CC,82,114Nm@ 4000rpm,5
291,Hyundai i10 Sportz AT,2013,290000,50000,Petrol,Individual,Automatic,First Owner,16.95 kmpl,1197 CC,78.9,111.8Nm@ 4000rpm,5
292,Maruti Swift VXI Deca,2016,520000,20000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
293,Hyundai i10 Sportz AT,2011,265000,20000,Petrol,Individual,Automatic,First Owner,16.95 kmpl,1197 CC,78.9,111.8Nm@ 4000rpm,5
294,Maruti Swift VXI,2012,330000,50000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,85.8,114Nm@ 4000rpm,5
295,Mahindra Bolero 2011-2019 ZLX,2014,509999,120000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1,195Nm@ 1400-2200rpm,7
296,Hyundai Verna 1.6 SX VTVT (O),2014,500000,70000,Petrol,Individual,Manual,First Owner,17.1 kmpl,1591 CC,121.3,154.9Nm@ 4200rpm,5
297,Hyundai i20 Active 1.2,2015,525000,50000,Petrol,Individual,Manual,First Owner,17.19 kmpl,1197 CC,81.86,114.73Nm@ 4000rpm,5
298,Maruti Baleno Zeta,2019,675000,16500,Petrol,Individual,Manual,First Owner,21.01 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
299,Hyundai i20 1.2 Asta,2010,300000,70000,Petrol,Individual,Manual,First Owner,17.0 kmpl,1197 CC,80,"11.4 kgm at 4,000 rpm",5
300,Maruti Alto LXI,2005,90000,99361,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
301,Maruti Swift Dzire VDI,2017,650000,25000,Diesel,Individual,Manual,First Owner,26.59 kmpl,1248 CC,74,190Nm@ 2000rpm,5
302,Maruti Swift Dzire VXI,2014,409000,70000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8,114Nm@ 4000rpm,5
303,Hyundai Grand i10 CRDi Sportz,2015,395000,80000,Diesel,Individual,Manual,Second Owner,24.0 kmpl,1120 CC,70,160Nm@ 1500-2750rpm,5
304,Maruti Swift 1.3 VXi,2010,215000,70000,Petrol,Individual,Manual,Second Owner,,,,,
305,Maruti Swift Dzire VXI,2014,400000,70000,Petrol,Individual,Manual,Second Owner,19.1 kmpl,1197 CC,85.8,114Nm@ 4000rpm,5
306,Chevrolet Beat LS,2012,120000,60000,Petrol,Individual,Manual,Third Owner,18.6 kmpl,1199 CC,79.4,108Nm@ 4400rpm,5
307,Tata Tigor 1.2 Revotron XZA,2018,645000,10000,Petrol,Individual,Automatic,First Owner,20.3 kmpl,1199 CC,84,114Nm@ 3500rpm,5
308,Maruti 800 Std,2006,81000,80000,Petrol,Individual,Manual,First Owner,16.1 kmpl,796 CC,37,59Nm@ 2500rpm,4
309,Honda City i-DTEC VX,2017,1300000,30000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9,200Nm@ 1750rpm,5
310,Honda City i-DTEC VX,2017,1250000,33000,Diesel,Individual,Manual,First Owner,25.6 kmpl,1498 CC,97.9,200Nm@ 1750rpm,5
311,Maruti Ertiga VXI,2013,535000,90000,Petrol,Individual,Manual,Third Owner,16.02 kmpl,1373 CC,93.7,130Nm@ 4000rpm,7
312,Nissan Terrano XV Premium 110 PS,2014,555000,80100,Diesel,Individual,Manual,Second Owner,19.01 kmpl,1461 CC,108.5,248Nm@ 2250rpm,5
313,Honda City i VTEC VX,2014,725000,120000,Petrol,Individual,Manual,First Owner,17.4 kmpl,1497 CC,117.3,145Nm@ 4600rpm,5
314,Mahindra Willys CJ 3B 4X4,1983,300000,10000,Diesel,Individual,Manual,Third Owner,,,,,
315,Renault KWID RXL,2016,229999,40000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3,72Nm@ 4386rpm,5
316,Toyota Innova 2.5 GX (Diesel) 8 Seater,2013,800000,160000,Diesel,Individual,Manual,Second Owner,12.99 kmpl,2494 CC,100.6,200Nm@ 1200-3600rpm,8
317,Maruti Wagon R VXI BS IV,2017,409999,47000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04,90Nm@ 3500rpm,5
318,Hyundai Creta 1.4 CRDi S Plus,2018,1210000,25000,Diesel,Individual,Manual,First Owner,21.38 kmpl,1396 CC,88.7,219.7Nm@ 1500-2750rpm,5
319,Tata Tiago 1.2 Revotron XZ,2017,400000,26000,Petrol,Individual,Manual,First Owner,23.84 kmpl,1199 CC,84,114Nm@ 3500rpm,5
320,Hyundai Grand i10 1.2 CRDi Sportz,2018,520000,29000,Diesel,Individual,Manual,First Owner,24.0 kmpl,1186 CC,73.97,190.24nm@ 1750-2250rpm,5
321,Maruti Baleno Zeta Automatic,2016,650000,50000,Petrol,Individual,Automatic,First Owner,21.4 kmpl,1197 CC,83.1,115Nm@ 4000rpm,5
322,Maruti Swift ZXI ABS,2011,325000,58000,Petrol,Individual,Manual,Third Owner,16.1 kmpl,1298 CC,88.2,"11.5@ 4,500(kgm@ rpm)",5
323,Maruti Swift Dzire VXi AT,2012,420000,120000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 CC,85.8,114Nm@ 4000rpm,5
324,Maruti Swift LXI Option,2014,400000,50000,Petrol,Individual,Manual,First Owner,20.4 kmpl,1197 CC,81.8,113Nm@ 4200rpm,5
325,Hyundai i20 1.2 Asta,2010,254999,80000,Petrol,Individual,Manual,Fourth & Above Owner,17.0 kmpl,1197 CC,80,"11.4 kgm at 4,000 rpm",5
326,Maruti Zen LXI,2003,65000,60000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60,78Nm@ 4500rpm,5
327,Maruti Celerio LXI,2017,351000,36000,Petrol,Individual,Manual,First Owner,23.1 kmpl,998 CC,67.04,90Nm@ 3500rpm,5
328,Toyota Innova 2.5 V Diesel 8-seater,2007,404000,120000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102,20.4@ 1400-3400(kgm@ rpm),8
329,Maruti Ritz LDi,2011,185000,185000,Diesel,Individual,Manual,Third Owner,21.1 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
330,Nissan Micra Diesel XV,2011,250000,50000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1,160Nm@ 2000rpm,5
331,Maruti Zen LXI,2002,60000,100000,Petrol,Individual,Manual,Fourth & Above Owner,17.3 kmpl,993 CC,60,78Nm@ 4500rpm,5
332,Hyundai Verna 1.6 SX VTVT (O),2013,500000,50000,Petrol,Individual,Manual,Second Owner,17.1 kmpl,1591 CC,121.3,154.9Nm@ 4200rpm,5
333,Maruti Zen Estilo LXI BSIII,2007,85000,80000,Petrol,Individual,Manual,Second Owner,18.2 kmpl,998 CC,67.1,90Nm@ 3500rpm,5
334,Hyundai Santro Xing XL,2005,85000,60000,Petrol,Individual,Manual,Second Owner,,,,,
335,Maruti Alto LX,2005,85000,80000,Petrol,Individual,Manual,Fourth & Above Owner,19.7 kmpl,796 CC,46.3,62Nm@ 3000rpm,5
336,Maruti Swift Dzire ZDi,2011,265000,90000,Diesel,Individual,Manual,Fourth & Above Owner,19.3 kmpl,1248 CC,73.9,190Nm@ 2000rpm,5
337,Maruti A-Star Vxi,2010,130000,162000,Petrol,Individual,Manual,Second Owner,19.0 kmpl,998 CC,66.1,90Nm@ 3500rpm,5
338,Maruti Ertiga VDI,2013,480000,110000,Diesel,Individual,Manual,Third Owner,20.77 kmpl,1248 CC,88.76,200Nm@ 1750rpm,7
339,Maruti Swift Ldi BSIII,2008,170000,120000,Diesel,Individual,Manual,Third Owner,17.8 kmpl,1248 CC,75,190Nm@ 2000rpm,5
340,Nissan Micra Diesel XV,2011,275000,45000,Diesel,Individual,Manual,First Owner,23.08 kmpl,1461 CC,63.1,160Nm@ 2000rpm,5
341,Maruti Wagon R LXI,2005,89000,90000,Petrol,Individual,Manual,Second Owner,18.9 kmpl,998 CC,67.1,90Nm@ 3500rpm,5
342,Ford Figo Diesel Titanium,2010,170000,90000,Diesel,Individual,Manual,Second Owner,20.0 kmpl,1399 CC,68,160Nm@ 2000rpm,5
343,Mahindra XUV300 W8 Option BSIV,2019,1090000,16500,Petrol,Dealer,Manual,First Owner,17.0 kmpl,1197 CC,110,200Nm@ 2000-3500rpm,5
344,Hyundai Creta 1.6 CRDi AT SX Plus,2017,1100000,67000,Diesel,Individual,Automatic,First Owner,17.01 kmpl,1582 CC,126.2,259.9Nm@ 1900-2750rpm,5
